wals_code,name,latitude,longitude,genus,family,countrycodes,Glottocode,ASJP,glotFam,feature,value,comment,source,imputation,languageIndex,featureIndex,prediction
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Case_Affixes,0,,test,Tuc.TUCANOAN.CUBEO,1209,36,1
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Pronominal_Possessive_Affixes,4,No possessive affixes,test,Tuc.TUCANOAN.CUBEO,1209,37,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Tense-Aspect_Affixes,2,Tense-aspect suffixes,test,Tuc.TUCANOAN.CUBEO,1209,42,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,"Order_of_Subject,_Object_and_Verb",5,OVS,test,Tuc.TUCANOAN.CUBEO,1209,45,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Subject_and_Verb,2,VS,test,Tuc.TUCANOAN.CUBEO,1209,46,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Object_and_Verb,1,OV,test,Tuc.TUCANOAN.CUBEO,1209,47,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Adposition_and_Noun_Phrase,1,Postpositions,test,Tuc.TUCANOAN.CUBEO,1209,49,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Genitive_and_Noun,0,,test,Tuc.TUCANOAN.CUBEO,1209,50,1
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Adjective_and_Noun,1,Adjective-Noun,test,Tuc.TUCANOAN.CUBEO,1209,51,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Numeral_and_Noun,1,Numeral-Noun,test,Tuc.TUCANOAN.CUBEO,1209,121,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Relative_Clause_and_Noun,1,Noun-Relative clause,test,Tuc.TUCANOAN.CUBEO,1209,53,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Degree_Word_and_Adjective,3,No dominant order,test,Tuc.TUCANOAN.CUBEO,1209,54,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Polar_Question_Particles,6,No question particle,test,Tuc.TUCANOAN.CUBEO,1209,122,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Position_of_Interrogative_Phrases_in_Content_Questions,1,Initial interrogative phrase,test,Tuc.TUCANOAN.CUBEO,1209,55,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,1,OV and Postpositions,test,Tuc.TUCANOAN.CUBEO,1209,57,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,0,,test,Tuc.TUCANOAN.CUBEO,1209,58,2
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,1,OV and AdjN,test,Tuc.TUCANOAN.CUBEO,1209,59,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Alignment_of_Verbal_Person_Marking,2,Accusative,test,Tuc.TUCANOAN.CUBEO,1209,62,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Expression_of_Pronominal_Subjects,2,Subject affixes on verb,test,Tuc.TUCANOAN.CUBEO,1209,123,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Verbal_Person_Marking,0,,test,Tuc.TUCANOAN.CUBEO,1209,63,2
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Third_Person_Zero_of_Verbal_Person_Marking,2,No zero realization,test,Tuc.TUCANOAN.CUBEO,1209,64,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Person_Markers_on_the_Verb,1,A and P do not or do not both occur on the verb,test,Tuc.TUCANOAN.CUBEO,1209,65,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Passive_Constructions,1,Present,test,Tuc.TUCANOAN.CUBEO,1209,66,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Negative_Morphemes,1,Negative affix,test,Tuc.TUCANOAN.CUBEO,1209,68,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Polar_Questions,2,Interrogative verb morphology,test,Tuc.TUCANOAN.CUBEO,1209,130,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Hand_and_Arm,2,Different,test,Tuc.TUCANOAN.CUBEO,1209,72,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Finger_and_Hand,2,Different,test,Tuc.TUCANOAN.CUBEO,1209,73,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Postverbal_Negative_Morphemes,2,[V-Neg],test,Tuc.TUCANOAN.CUBEO,1209,74,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,4,O[V-Neg]S,test,Tuc.TUCANOAN.CUBEO,1209,183,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Postnominal_relative_clauses,0,,test,Tuc.TUCANOAN.CUBEO,1209,75,1
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",20,MorphNeg,test,Tuc.TUCANOAN.CUBEO,1209,77,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Preverbal_Negative_Morphemes,4,None,test,Tuc.TUCANOAN.CUBEO,1209,80,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Order_of_Negative_Morpheme_and_Verb,4,[V-Neg],test,Tuc.TUCANOAN.CUBEO,1209,81,0
cub,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,US,cube1242,Tuc.TUCANOAN.CUBEO,Tucanoan,Minor_morphological_means_of_signaling_negation,4,None,test,Tuc.TUCANOAN.CUBEO,1209,82,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Fixed_Stress_Locations,1,No fixed stress,test,Tuc.TUCANOAN.DESANO,1210,5,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Weight-Sensitive_Stress,7,Not predictable,test,Tuc.TUCANOAN.DESANO,1210,6,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Weight_Factors_in_Weight-Sensitive_Stress_Systems,6,Lexical stress,test,Tuc.TUCANOAN.DESANO,1210,7,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Prefixing_vs._Suffixing_in_Inflectional_Morphology,2,Strongly suffixing,test,Tuc.TUCANOAN.DESANO,1210,25,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Coding_of_Nominal_Plurality,2,Plural suffix,test,Tuc.TUCANOAN.DESANO,1210,28,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,The_Associative_Plural,2,Unique affixal associative plural,test,Tuc.TUCANOAN.DESANO,1210,94,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Position_of_Case_Affixes,0,,test,Tuc.TUCANOAN.DESANO,1210,36,1
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Comitatives_and_Instrumentals,2,Differentiation,test,Tuc.TUCANOAN.DESANO,1210,101,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Position_of_Pronominal_Possessive_Affixes,4,No possessive affixes,test,Tuc.TUCANOAN.DESANO,1210,37,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Position_of_Tense-Aspect_Affixes,2,Tense-aspect suffixes,test,Tuc.TUCANOAN.DESANO,1210,42,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,The_Morphological_Imperative,4,Second person number-neutral,test,Tuc.TUCANOAN.DESANO,1210,112,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,The_Prohibitive,3,Special imperative + normal negative,test,Tuc.TUCANOAN.DESANO,1210,113,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,"Order_of_Subject,_Object_and_Verb",0,,test,Tuc.TUCANOAN.DESANO,1210,45,1
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Subject_and_Verb,1,SV,test,Tuc.TUCANOAN.DESANO,1210,46,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Object_and_Verb,1,OV,test,Tuc.TUCANOAN.DESANO,1210,47,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Adposition_and_Noun_Phrase,0,,test,Tuc.TUCANOAN.DESANO,1210,49,1
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Genitive_and_Noun,1,Genitive-Noun,test,Tuc.TUCANOAN.DESANO,1210,50,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Adjective_and_Noun,1,Adjective-Noun,test,Tuc.TUCANOAN.DESANO,1210,51,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Demonstrative_and_Noun,1,Demonstrative-Noun,test,Tuc.TUCANOAN.DESANO,1210,52,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Numeral_and_Noun,3,No dominant order,test,Tuc.TUCANOAN.DESANO,1210,121,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Relative_Clause_and_Noun,1,Noun-Relative clause,test,Tuc.TUCANOAN.DESANO,1210,53,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Position_of_Polar_Question_Particles,6,No question particle,test,Tuc.TUCANOAN.DESANO,1210,122,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Position_of_Interrogative_Phrases_in_Content_Questions,1,Initial interrogative phrase,test,Tuc.TUCANOAN.DESANO,1210,55,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Adverbial_Subordinator_and_Clause,2,Final subordinator word,test,Tuc.TUCANOAN.DESANO,1210,56,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,0,,test,Tuc.TUCANOAN.DESANO,1210,57,1
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,0,,test,Tuc.TUCANOAN.DESANO,1210,58,2
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,0,,test,Tuc.TUCANOAN.DESANO,1210,59,5
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Expression_of_Pronominal_Subjects,0,,test,Tuc.TUCANOAN.DESANO,1210,123,2
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Negative_Morphemes,1,Negative affix,test,Tuc.TUCANOAN.DESANO,1210,68,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Polar_Questions,2,Interrogative verb morphology,test,Tuc.TUCANOAN.DESANO,1210,130,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Hand_and_Arm,2,Different,test,Tuc.TUCANOAN.DESANO,1210,72,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Finger_and_Hand,0,,test,Tuc.TUCANOAN.DESANO,1210,73,2
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Postverbal_Negative_Morphemes,0,,test,Tuc.TUCANOAN.DESANO,1210,74,2
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Postnominal_relative_clauses,1,Noun-Relative clause (NRel) dominant,test,Tuc.TUCANOAN.DESANO,1210,75,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,NegSOV_Order,4,No NegSOV,test,Tuc.TUCANOAN.DESANO,1210,146,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,SOVNeg_Order,2,Suffix&NoDoubleNeg,test,Tuc.TUCANOAN.DESANO,1210,147,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",20,MorphNeg,test,Tuc.TUCANOAN.DESANO,1210,77,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,SONegV_Order,8,No SONegV,test,Tuc.TUCANOAN.DESANO,1210,148,0
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Preverbal_Negative_Morphemes,0,,test,Tuc.TUCANOAN.DESANO,1210,80,4
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Order_of_Negative_Morpheme_and_Verb,0,,test,Tuc.TUCANOAN.DESANO,1210,81,4
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,SNegOV_Order,0,,test,Tuc.TUCANOAN.DESANO,1210,150,4
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,The_Position_of_Negative_Morphemes_in_SOV_Languages,0,,test,Tuc.TUCANOAN.DESANO,1210,151,6
des,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,US,desa1247,Tuc.TUCANOAN.DESANO,Tucanoan,Minor_morphological_means_of_signaling_negation,0,,test,Tuc.TUCANOAN.DESANO,1210,82,4
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,Position_of_Case_Affixes,1,Case suffixes,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,36,0
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,Position_of_Tense-Aspect_Affixes,2,Tense-aspect suffixes,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,42,0
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,"Order_of_Subject,_Object_and_Verb",0,,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,45,1
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,Order_of_Subject_and_Verb,1,SV,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,46,0
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,Order_of_Object_and_Verb,1,OV,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,47,0
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,Order_of_Genitive_and_Noun,0,,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,50,1
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,Position_of_Interrogative_Phrases_in_Content_Questions,0,,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,55,2
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,Ditransitive_Constructions:_The_Verb_'Give',2,Double-object construction,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,124,0
dhb,Dharumbal,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,US,baya1257,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,Pama-Nyungan,'Want'_Complement_Subjects,0,,test,PN.NORTHERN_PAMA_NYUNGAN.BAYALI,1211,137,1
din,Dinka,8.5,28.0,Nilotic,Eastern Sudanic,US,nort2815,ESu.NILOTIC.DINKA_NORTHEASTERN,Nilotic,Consonant_Inventories,0,,test,ESu.NILOTIC.DINKA_NORTHEASTERN,1212,9,3
din,Dinka,8.5,28.0,Nilotic,Eastern Sudanic,US,nort2815,ESu.NILOTIC.DINKA_NORTHEASTERN,Nilotic,Vowel_Quality_Inventories,0,,test,ESu.NILOTIC.DINKA_NORTHEASTERN,1212,10,3
