wals_code,name,latitude,longitude,genus,family,countrycodes,Glottocode,ASJP,glotFam,feature,value,comment,source,imputation
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Order_of_Genitive_and_Noun,2,Noun-Genitive,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Order_of_Adjective_and_Noun,2,Noun-Adjective,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Order_of_Numeral_and_Noun,2,Noun-Numeral,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Order_of_Relative_Clause_and_Noun,1,Noun-Relative clause,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Position_of_Interrogative_Phrases_in_Content_Questions,2,Not initial interrogative phrase,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Order_of_Adverbial_Subordinator_and_Clause,1,Initial subordinator word,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,4,VO and Prepositions,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,4,VO and NRel,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,4,VO and NAdj,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Expression_of_Pronominal_Subjects,2,Subject affixes on verb,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Predicative_Possession,4,Conjunctional,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Predicative_Adjectives,3,Mixed,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Nominal_and_Locational_Predication,1,Different,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Zero_Copula_for_Predicate_Nominals,2,Possible,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Postverbal_Negative_Morphemes,1,VNeg,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Postnominal_relative_clauses,1,Noun-Relative clause (NRel) dominant,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",16,More than one position,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Multiple_Negative_Constructions_in_SVO_Languages,24,SVO & NegV/VNeg,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,The_Position_of_Negative_Morphemes_in_SVO_Languages,13,More than one construction,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Preverbal_Negative_Morphemes,1,NegV,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Order_of_Negative_Morpheme_and_Verb,6,Type 1 / Type 2,dev,ESu.NILOTIC.ACHOLI
acl,Acholi,3.0,32.6666666667,Nilotic,Eastern Sudanic,US,acol1236,ESu.NILOTIC.ACHOLI,Nilotic,Minor_morphological_means_of_signaling_negation,4,None,dev,ESu.NILOTIC.ACHOLI
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Fixed_Stress_Locations,2,Initial,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Weight-Sensitive_Stress,8,Fixed stress (no weight-sensitivity),dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Weight_Factors_in_Weight-Sensitive_Stress_Systems,1,No weight,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Rhythm_Types,1,Trochaic,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Prefixing_vs._Suffixing_in_Inflectional_Morphology,2,Strongly suffixing,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Coding_of_Nominal_Plurality,2,Plural suffix,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Indefinite_Pronouns,1,Interrogative-based,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Position_of_Case_Affixes,1,Case suffixes,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Comitatives_and_Instrumentals,2,Differentiation,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Position_of_Tense-Aspect_Affixes,2,Tense-aspect suffixes,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Semantic_Distinctions_of_Evidentiality,1,No grammatical evidentials,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Coding_of_Evidentiality,1,No grammatical evidentials,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,"Order_of_Subject,_Object_and_Verb",1,SOV,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Order_of_Subject_and_Verb,1,SV,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Order_of_Object_and_Verb,1,OV,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,"Order_of_Object,_Oblique,_and_Verb",4,OXV,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Order_of_Adjective_and_Noun,2,Noun-Adjective,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Order_of_Demonstrative_and_Noun,2,Noun-Demonstrative,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Order_of_Numeral_and_Noun,2,Noun-Numeral,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,2,OV and NAdj,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Expression_of_Pronominal_Subjects,1,Obligatory pronouns in subject position,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Hand_and_Arm,2,Different,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agt,Anguthimri,-12.3333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,leni1238,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH,Pama-Nyungan,Inclusive/Exclusive_Forms_in_Pama-Nyungan,2,Inclusive and exclusive differentiated,dev,PN.NORTHERN_PAMA_NYUNGAN.LINNGITHIGH
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,The_Velar_Nasal,3,No velar nasal,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Fixed_Stress_Locations,1,No fixed stress,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Weight-Sensitive_Stress,5,Unbounded: Stress can be anywhere,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Weight_Factors_in_Weight-Sensitive_Stress_Systems,2,Long vowel,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Rhythm_Types,5,No rhythmic stress,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,The_Prohibitive,2,Normal imperative + special negative,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Number_of_Non-Derived_Basic_Colour_Categories,5,5,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Number_of_Basic_Colour_Categories,4,7-7.5,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Green_and_Blue,2,Green/blue,dev,May.MAYAN.AGUACATEC
agu,Aguacatec,15.4166666667,-91.3333333333,Mayan,Mayan,US,agua1252,May.MAYAN.AGUACATEC,Mayan,Red_and_Yellow,1,Red vs. yellow,dev,May.MAYAN.AGUACATEC
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Consonant_Inventories,2,Moderately small,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Vowel_Quality_Inventories,2,Average (5-6),dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Consonant-Vowel_Ratio,3,Average,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Voicing_in_Plosives_and_Fricatives,2,In plosives alone,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Voicing_and_Gaps_in_Plosive_Systems,3,Missing /p/,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Uvular_Consonants,1,None,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Glottalized_Consonants,1,No glottalized consonants,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Lateral_Consonants,2,"/l/, no obstruent laterals",dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,The_Velar_Nasal,3,No velar nasal,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Vowel_Nasalization,2,Contrast absent,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Front_Rounded_Vowels,1,None,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Syllable_Structure,2,Moderately complex,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Tone,1,No tones,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Fixed_Stress_Locations,1,No fixed stress,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Weight-Sensitive_Stress,5,Unbounded: Stress can be anywhere,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Weight_Factors_in_Weight-Sensitive_Stress_Systems,3,Coda consonant,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Rhythm_Types,5,No rhythmic stress,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Absence_of_Common_Consonants,1,All present,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Presence_of_Uncommon_Consonants,3,Labial-velars,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Fusion_of_Selected_Inflectional_Formatives,1,Exclusively concatenative,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Exponence_of_Selected_Inflectional_Formatives,5,No case,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Inflectional_Synthesis_of_the_Verb,4,6-7 categories per word,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Locus_of_Marking_in_the_Clause,1,Head marking,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Locus_of_Marking_in_Possessive_Noun_Phrases,2,Dependent marking,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Locus_of_Marking:_Whole-language_Typology,5,Inconsistent or other,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Prefixing_vs._Suffixing_in_Inflectional_Morphology,2,Strongly suffixing,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Reduplication,1,Productive full and partial reduplication,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Case_Syncretism,1,No case marking,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Syncretism_in_Verbal_Person/Number_Marking,2,Syncretic,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Number_of_Genders,1,None,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Sex-based_and_Non-sex-based_Gender_Systems,1,No gender,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Systems_of_Gender_Assignment,1,No gender,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Coding_of_Nominal_Plurality,6,Mixed morphological plural,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Occurrence_of_Nominal_Plurality,3,"Only human nouns, obligatory",dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Plurality_in_Independent_Personal_Pronouns,5,Person-number stem + pronominal plural affix,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,The_Associative_Plural,4,No associative plural,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Definite_Articles,4,"No definite, but indefinite article",dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Indefinite_Articles,1,Indefinite word distinct from 'one',dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Inclusive/Exclusive_Distinction_in_Independent_Pronouns,3,No inclusive/exclusive,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Inclusive/Exclusive_Distinction_in_Verbal_Inflection,3,No inclusive/exclusive,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Distance_Contrasts_in_Demonstratives,3,Three-way contrast,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Pronominal_and_Adnominal_Demonstratives,1,Identical,dev,TNG.MADANG.AMELE
ame,Amele,-5.25,145.583333333,Madang,Trans-New Guinea,US,amel1241,TNG.MADANG.AMELE,Nuclear_Trans_New_Guinea,Third_Person_Pronouns_and_Demonstratives,1,Unrelated,dev,TNG.MADANG.AMELE
